qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	sense	bed_name	tag
AAEL_ORF---RLX-comp_Aegypti_third-B-R1305-Map20_reversed***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	49.393	247	105	6	147	383	3964	3254	1.45e-41	160.0	pos	AAEL_ORF---RLX-comp_Aegypti_third-B-R1305-Map20_reversed***Gypsy_3	HOST
AAEL_ORF---RLX-comp_Aegypti_third-B-R1305-Map20_reversed***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	88.889	135	10	1	593	727	2615	2226	0.0	239.0	pos	AAEL_ORF---RLX-comp_Aegypti_third-B-R1305-Map20_reversed***Gypsy_3	HOST
AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	67.424	132	37	2	604	734	2618	2238	0.0	178.0	pos	AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	HOST
AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	40.136	147	82	4	300	444	5516	5944	0.0	111.0	pos	AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	HOST
AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	56.442	326	130	4	293	613	3558	2602	0.0	346.0	pos	AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	HOST
AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	36.255	251	128	8	162	395	3961	3254	1.82e-25	106.0	pos	AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	HOST
AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	65.217	69	24	0	844	912	1890	1684	0.0	103.0	pos	AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	HOST
AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:1770-11770	100.0	599	0	0	1	599	1798	2	0.0	1242.0	pos	AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	HOST
AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	39.815	108	51	3	738	838	2209	1907	0.0	55.1	pos	AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	HOST
AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	33.333	135	89	1	451	584	5964	6368	0.0	96.7	pos	AAEL_ORF---RLX-comp_Aegypti_third-B-R6299-Map20***Gypsy_2	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	40.741	108	50	3	724	824	2209	1907	0.0	57.4	pos	AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	66.667	132	38	2	590	720	2618	2238	0.0	176.0	pos	AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	65.217	69	24	0	830	898	1890	1684	0.0	103.0	pos	AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	56.442	326	130	4	279	599	3558	2602	0.0	346.0	pos	AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	33.333	135	89	1	437	570	5964	6368	0.0	96.7	pos	AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	36.255	251	128	8	148	381	3961	3254	1.72e-25	106.0	pos	AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:1770-11770	100.0	585	0	0	1	585	1756	2	0.0	1214.0	pos	AAEL_ORF---RLX-incomp_Aegypti_third-B-G15695-Map7_reversed***Gypsy_2	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	81.429	210	39	0	202	411	5327	5956	0.0	359.0	pos	AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	47.783	203	100	4	1	198	4717	5322	0.0	171.0	pos	AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	24.183	153	115	1	797	948	1619	1161	4.65e-17	70.1	pos	AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	60.976	123	47	1	873	995	7339	7704	0.0	163.0	pos	AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	82.482	137	24	0	411	547	5955	6365	0.0	234.0	pos	AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:87444-97444	77.273	66	15	0	548	613	16	213	1.39e-24	104.0	pos	AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	HOST
AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	58.929	224	86	2	653	873	6680	7342	0.0	292.0	pos	AAEL_ORF---RLX-incomp_Aegypti_third-L-M1674-Map1***Gypsy_3	HOST
AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:1770-11770	65.247	587	200	2	1	586	1756	5	0.0	796.0	pos	AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	HOST
AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	91.304	46	4	0	428	473	3122	2985	1.28e-20	91.3	pos	AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	HOST
AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	88.889	135	10	1	593	727	2615	2226	0.0	240.0	pos	AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	HOST
AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	49.393	247	105	6	147	383	3964	3254	1.1e-41	159.0	pos	AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	HOST
AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	100.0	91	0	0	839	929	1890	1618	0.0	192.0	pos	AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	HOST
AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	72.755	323	76	4	283	600	3552	2605	0.0	437.0	pos	AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	HOST
AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	99.13	115	1	0	725	839	2233	1889	0.0	230.0	pos	AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	HOST
AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	100.0	74	0	0	929	1002	1619	1398	0.0	150.0	pos	AAEL_ORF---RYX-incomp-chim_Aegypti_third-L-M26-Map20_reversed***Gypsy_3	HOST
AALF_RLX-incomp_R_2192***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	65.405	185	64	0	725	909	1619	1065	0.0	269.0	pos	AALF_RLX-incomp_R_2192***Gypsy_1	HOST
AALF_RLX-incomp_R_2192***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	40.0	90	54	0	904	993	1083	814	0.0	74.3	pos	AALF_RLX-incomp_R_2192***Gypsy_1	HOST
AALF_RLX-incomp_R_2192***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	36.296	135	85	1	248	381	5964	6368	0.0	100.0	pos	AALF_RLX-incomp_R_2192***Gypsy_1	HOST
AALF_RLX-incomp_R_2192***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	57.143	91	39	0	635	725	1890	1618	0.0	123.0	pos	AALF_RLX-incomp_R_2192***Gypsy_1	HOST
AALF_RLX-incomp_R_2192***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	33.981	103	64	2	538	637	2188	1883	0.0	51.6	pos	AALF_RLX-incomp_R_2192***Gypsy_1	HOST
AALF_RLX-incomp_R_2192***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	69.903	103	30	1	421	522	2573	2265	0.0	157.0	pos	AALF_RLX-incomp_R_2192***Gypsy_1	HOST
AALF_RLX-incomp_R_2192***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:1770-11770	70.455	396	116	1	1	395	1192	5	0.0	592.0	pos	AALF_RLX-incomp_R_2192***Gypsy_1	HOST
AJXUM01S000384m17_392180_387832***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	43.038	79	42	1	13	88	2567	2331	1.73e-16	66.6	pos	AJXUM01S000384m17_392180_387832***Gypsy_2	HOST
AJXUM01S001884m7_226511_219740***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	43.831	308	120	13	611	892	6889	7731	0.0	213.0	pos	AJXUM01S001884m7_226511_219740***Gypsy_3	HOST
AJXUM01S001884m7_226511_219740***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:1770-11770	37.294	303	183	5	153	451	901	2	0.0	216.0	pos	AJXUM01S001884m7_226511_219740***Gypsy_3	HOST
AJXUM01S001884m7_226511_219740***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:87444-97444	78.409	88	19	0	877	964	1337	1600	3.27e-38	148.0	pos	AJXUM01S001884m7_226511_219740***Gypsy_3	HOST
AJXUM01S001884m7_226511_219740***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:87444-97444	66.869	329	105	2	436	762	16	996	0.0	429.0	pos	AJXUM01S001884m7_226511_219740***Gypsy_3	HOST
AJXUM01S001884m7_226511_219740***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	83.212	137	23	0	299	435	5955	6365	0.0	241.0	pos	AJXUM01S001884m7_226511_219740***Gypsy_3	HOST
AJXUM01S001884m7_226511_219740***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	71.287	303	78	3	1	299	5063	5956	0.0	400.0	pos	AJXUM01S001884m7_226511_219740***Gypsy_3	HOST
AJXUM01S001912p5_171862_174318***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	91.228	57	5	0	132	188	6365	6535	0.0	108.0	pos	AJXUM01S001912p5_171862_174318***Gypsy_1	HOST
AJXUM01S001912p5_171862_174318***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	89.313	131	14	0	1	131	5973	6365	0.0	238.0	pos	AJXUM01S001912p5_171862_174318***Gypsy_1	HOST
AJXUM01S002129p0_4_5664***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	55.352	327	138	3	225	548	3549	2584	0.0	343.0	pos	AJXUM01S002129p0_4_5664***Gypsy_1	HOST
AJXUM01S002129p0_4_5664***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	33.577	137	90	1	378	513	5958	6368	3e-45	89.0	pos	AJXUM01S002129p0_4_5664***Gypsy_1	HOST
AJXUM01S002129p0_4_5664***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	71.795	78	22	0	543	620	2603	2370	0.0	122.0	pos	AJXUM01S002129p0_4_5664***Gypsy_1	HOST
AJXUM01S002129p0_4_5664***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:1770-11770	69.084	524	162	0	4	527	1576	5	0.0	755.0	pos	AJXUM01S002129p0_4_5664***Gypsy_1	HOST
AJXUM01S002180m9_198940_195011***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	80.631	222	43	0	35	256	5291	5956	0.0	369.0	pos	AJXUM01S002180m9_198940_195011***Gypsy_3	HOST
AJXUM01S002180m9_198940_195011***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:1770-11770	38.095	210	122	4	110	314	901	281	9.93e-41	144.0	pos	AJXUM01S002180m9_198940_195011***Gypsy_3	HOST
AJXUM01S002180m9_198940_195011***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	81.667	60	11	0	256	315	5955	6134	0.0	104.0	pos	AJXUM01S002180m9_198940_195011***Gypsy_3	HOST
AJXUM01S003297p2_83439_86669***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	36.296	135	85	1	237	370	5964	6368	0.0	100.0	pos	AJXUM01S003297p2_83439_86669***Gypsy_2	HOST
AJXUM01S003297p2_83439_86669***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	69.903	103	30	1	410	511	2573	2265	0.0	157.0	pos	AJXUM01S003297p2_83439_86669***Gypsy_2	HOST
AJXUM01S003297p2_83439_86669***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	40.0	90	54	0	893	982	1083	814	0.0	74.3	pos	AJXUM01S003297p2_83439_86669***Gypsy_2	HOST
AJXUM01S003297p2_83439_86669***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	57.143	91	39	0	624	714	1890	1618	0.0	122.0	pos	AJXUM01S003297p2_83439_86669***Gypsy_2	HOST
AJXUM01S003297p2_83439_86669***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:1770-11770	72.324	383	104	1	2	384	1147	5	0.0	586.0	pos	AJXUM01S003297p2_83439_86669***Gypsy_2	HOST
AJXUM01S003297p2_83439_86669***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	34.579	107	66	2	523	626	2200	1883	0.0	53.9	pos	AJXUM01S003297p2_83439_86669***Gypsy_2	HOST
AJXUM01S003297p2_83439_86669***Gypsy_2	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	65.405	185	64	0	714	898	1619	1065	0.0	269.0	pos	AJXUM01S003297p2_83439_86669***Gypsy_2	HOST
AJXUM01S004830p5_40031_46743***Gypsy_6	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	92.982	57	4	0	559	615	6365	6535	0.0	110.0	pos	AJXUM01S004830p5_40031_46743***Gypsy_6	HOST
AJXUM01S004830p5_40031_46743***Gypsy_6	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	91.241	137	12	0	422	558	5955	6365	0.0	253.0	pos	AJXUM01S004830p5_40031_46743***Gypsy_6	HOST
AJXUM01S004830p5_40031_46743***Gypsy_6	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	72.589	197	54	0	5	201	4705	5295	0.0	293.0	pos	AJXUM01S004830p5_40031_46743***Gypsy_6	HOST
AJXUM01S004830p5_40031_46743***Gypsy_6	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	91.589	214	18	0	209	422	5315	5956	0.0	407.0	pos	AJXUM01S004830p5_40031_46743***Gypsy_6	HOST
AJXUM01S005108m0_10236_1260***Gypsy_7	Ae_aeg_Aag2_ctg_1913/ctg_1913:1770-11770	37.294	303	183	5	135	433	901	2	0.0	216.0	pos	AJXUM01S005108m0_10236_1260***Gypsy_7	HOST
AJXUM01S005108m0_10236_1260***Gypsy_7	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	83.212	137	23	0	281	417	5955	6365	0.0	241.0	pos	AJXUM01S005108m0_10236_1260***Gypsy_7	HOST
AJXUM01S005108m0_10236_1260***Gypsy_7	Ae_aeg_Aag2_ctg_1913/ctg_1913:87444-97444	78.409	88	19	0	859	946	1337	1600	2.48e-38	148.0	pos	AJXUM01S005108m0_10236_1260***Gypsy_7	HOST
AJXUM01S005108m0_10236_1260***Gypsy_7	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	43.974	307	119	13	594	874	6892	7731	0.0	212.0	pos	AJXUM01S005108m0_10236_1260***Gypsy_7	HOST
AJXUM01S005108m0_10236_1260***Gypsy_7	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	23.529	153	116	1	667	818	1619	1161	2.61e-16	65.1	pos	AJXUM01S005108m0_10236_1260***Gypsy_7	HOST
AJXUM01S005108m0_10236_1260***Gypsy_7	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	90.476	210	20	0	72	281	5327	5956	0.0	394.0	pos	AJXUM01S005108m0_10236_1260***Gypsy_7	HOST
AJXUM01S005108m0_10236_1260***Gypsy_7	Ae_aeg_Aag2_ctg_1913/ctg_1913:87444-97444	66.869	329	105	2	418	744	16	996	0.0	431.0	pos	AJXUM01S005108m0_10236_1260***Gypsy_7	HOST
AJXUM01S005584p2_17137_23370***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:87444-97444	40.0	35	20	1	467	501	1002	1103	2.95e-10	27.3	pos	AJXUM01S005584p2_17137_23370***Gypsy_3	HOST
AJXUM01S005584p2_17137_23370***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	46.835	79	42	0	125	203	2567	2331	1.66e-36	77.0	pos	AJXUM01S005584p2_17137_23370***Gypsy_3	HOST
AJXUM01S005584p2_17137_23370***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	42.478	113	52	1	1	113	2898	2599	1.66e-36	87.4	pos	AJXUM01S005584p2_17137_23370***Gypsy_3	HOST
AJXUM01S005843p3_96087_98741***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	37.037	108	68	0	199	306	2212	1889	0.0	56.6	pos	AJXUM01S005843p3_96087_98741***Gypsy_1	HOST
AJXUM01S005843p3_96087_98741***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	48.387	93	46	1	575	667	1083	811	0.0	90.1	pos	AJXUM01S005843p3_96087_98741***Gypsy_1	HOST
AJXUM01S005843p3_96087_98741***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	66.4	125	37	1	66	190	2618	2259	0.0	176.0	pos	AJXUM01S005843p3_96087_98741***Gypsy_1	HOST
AJXUM01S005843p3_96087_98741***Gypsy_1	Ae_aeg_Aag2_ctg_1913/ctg_1913:100547-110547	70.43	186	55	0	396	581	1619	1062	0.0	307.0	pos	AJXUM01S005843p3_96087_98741***Gypsy_1	HOST
AJXUM01S006522m0_4197_2***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	91.589	214	18	0	209	422	5315	5956	0.0	405.0	pos	AJXUM01S006522m0_4197_2***Gypsy_3	HOST
AJXUM01S006522m0_4197_2***Gypsy_3	Ae_aeg_Aag2_ctg_1913/ctg_1913:81095-91095	94.286	35	2	0	422	456	5955	6059	0.0	68.9	pos	AJXUM01S006522m0_4197_2***Gypsy_3	HOST
